"latitude","longitude","value","session_id"
"1",34.22293401,-118.40350385,10,"91556"
"2",34.22293367,-118.40349949,10,"91556"
"3",34.22293556,-118.40349457,10,"91556"
"4",34.22293865,-118.40348947,10,"91556"
"5",34.2229392,-118.4034866,10,"91556"
"6",34.22293867,-118.40348635,10,"91556"
"7",34.22293851,-118.40348449,10,"91556"
"8",34.2229376,-118.40348616,10,"91556"
"9",34.22293847,-118.40348702,10,"91556"
"10",34.22293872,-118.40348759,10,"91556"
"11",34.22293782,-118.40348908,10,"91556"
"12",34.22293662,-118.40349149,10,"91556"
"13",34.22293383,-118.40349292,10,"91556"
"14",34.22293204,-118.40349279,10,"91556"
"15",34.22293268,-118.40349161,10,"91556"
"16",34.22293362,-118.40349126,10,"91556"
"17",34.22293295,-118.40349191,10,"91556"
"18",34.2229324,-118.40349172,10,"91556"
"19",34.22293145,-118.40349447,10,"91556"
"20",34.22293174,-118.40350331,10,"91556"
"21",34.22293081,-118.40351258,10,"91556"
"22",34.22293107,-118.40351411,9,"91556"
"23",34.2229335,-118.40351182,9,"91556"
"24",34.22293691,-118.40350863,9,"91556"
"25",34.2229396,-118.40350722,9,"91556"
"26",34.22294076,-118.4035068,9,"91556"
"27",34.22294158,-118.40350793,8,"91556"
"28",34.22294207,-118.40350963,9,"91556"
"29",34.2229431,-118.40351134,9,"91556"
"30",34.22294355,-118.40351228,8,"91556"
"31",34.2229435,-118.40351217,8,"91556"
"32",34.22294335,-118.40351208,9,"91556"
"33",34.22294328,-118.40351197,9,"91556"
"34",34.22294319,-118.40351186,8,"91556"
"35",34.22294313,-118.40351179,6,"91556"
"36",34.22294309,-118.40351175,6,"91556"
"37",34.22294308,-118.40351173,7,"91556"
"38",34.22294306,-118.40351171,7,"91556"
"39",34.22294305,-118.4035117,7,"91556"
"40",34.22294304,-118.4035117,8,"91556"
"41",34.22294304,-118.4035117,8,"91556"
"42",34.22294302,-118.40351169,8,"91556"
"43",34.222943,-118.40351168,8,"91556"
"44",34.22294304,-118.40351212,8,"91556"
"45",34.22294304,-118.40351234,8,"91556"
"46",34.22294487,-118.40350792,8,"91556"
"47",34.22294565,-118.40350597,8,"91556"
"48",34.22294734,-118.40350923,9,"91556"
"49",34.2229485,-118.40350844,9,"91556"
"50",34.22295046,-118.40351278,9,"91556"
"51",34.22295203,-118.40351473,8,"91556"
"52",34.2229531,-118.4035135,8,"91556"
"53",34.22295286,-118.40351519,9,"91556"
"54",34.22295367,-118.40351402,9,"91556"
"55",34.22295465,-118.40351346,9,"91556"
"56",34.2229564,-118.40351321,10,"91556"
"57",34.22295727,-118.40351292,10,"91556"
"58",34.2229573,-118.40351344,10,"91556"
"59",34.22295658,-118.40351285,10,"91556"
"60",34.2229568,-118.40351234,10,"91556"
"61",34.22295608,-118.40350875,10,"91556"
"62",34.22295489,-118.4035068,10,"91556"
"63",34.22295458,-118.40350533,10,"91556"
"64",34.22295479,-118.4035043,10,"91556"
"65",34.22295495,-118.40350179,10,"91556"
"66",34.22295472,-118.40350076,10,"91556"
"67",34.22295373,-118.40350062,10,"91556"
"68",34.22295297,-118.40350049,10,"91556"
"69",34.22295237,-118.40350063,10,"91556"
"70",34.22295197,-118.40350068,9,"91556"
"71",34.22295175,-118.40350068,10,"91556"
"72",34.22295178,-118.40349988,10,"91556"
"73",34.22295178,-118.4034995,10,"91556"
"74",34.22295176,-118.40349936,10,"91556"
"75",34.22295176,-118.40349927,10,"91556"
"76",34.22295176,-118.40349922,10,"91556"
"77",34.22295175,-118.4034992,10,"91556"
"78",34.22295172,-118.40349918,10,"91556"
"79",34.2229517,-118.40349919,11,"91556"
"80",34.22295169,-118.40349921,11,"91556"
"81",34.22295166,-118.40349922,11,"91556"
"82",34.22295165,-118.40349923,10,"91556"
"83",34.22295164,-118.40349923,10,"91556"
"84",34.22295164,-118.40349922,10,"91556"
"85",34.22295163,-118.40349922,11,"91556"
"86",34.22295162,-118.40349921,11,"91556"
"87",34.22295162,-118.40349922,12,"91556"
"88",34.22295161,-118.40349922,12,"91556"
"89",34.22295161,-118.40349922,12,"91556"
"90",34.2229516,-118.40349923,12,"91556"
"91",34.2229516,-118.40349923,12,"91556"
"92",34.2229516,-118.40349923,11,"91556"
"93",34.22295159,-118.40349924,11,"91556"
"94",34.22295159,-118.40349924,11,"91556"
"95",34.22295159,-118.40349924,11,"91556"
"96",34.22295159,-118.40349924,10,"91556"
"97",34.22295158,-118.40349924,10,"91556"
"98",34.22295159,-118.40349923,10,"91556"
"99",34.22295159,-118.40349923,10,"91556"
"100",34.22295159,-118.40349924,10,"91556"
"101",34.22295159,-118.40349924,10,"91556"
"102",34.22295158,-118.40349924,10,"91556"
"103",34.22295158,-118.40349924,10,"91556"
"104",34.22295158,-118.40349924,10,"91556"
"105",34.22295157,-118.40349923,10,"91556"
"106",34.22295157,-118.40349924,10,"91556"
"107",34.22295157,-118.40349924,10,"91556"
"108",34.22295156,-118.40349923,11,"91556"
"109",34.22295156,-118.40349923,10,"91556"
"110",34.22295155,-118.40349923,10,"91556"
"111",34.22295155,-118.40349923,10,"91556"
"112",34.22295154,-118.40349923,10,"91556"
"113",34.22295154,-118.40349924,10,"91556"
"114",34.22295153,-118.40349924,10,"91556"
"115",34.22295153,-118.40349923,11,"91556"
"116",34.22295151,-118.40349923,11,"91556"
"117",34.2229515,-118.40349923,11,"91556"
"118",34.2229515,-118.40349922,11,"91556"
"119",34.2229515,-118.4034992,11,"91556"
"120",34.22295149,-118.40349918,11,"91556"
"121",34.22295149,-118.40349917,12,"91556"
"122",34.22295148,-118.40349916,12,"91556"
"123",34.22295148,-118.40349915,10,"91556"
"124",34.22295147,-118.40349914,10,"91556"
"125",34.22295146,-118.40349913,10,"91556"
"126",34.22295146,-118.40349912,10,"91556"
"127",34.22295145,-118.40349911,11,"91556"
"128",34.22295144,-118.4034991,11,"91556"
"129",34.22295143,-118.40349909,11,"91556"
"130",34.22295142,-118.40349907,11,"91556"
"131",34.2229514,-118.40349906,11,"91556"
"132",34.2229514,-118.40349905,11,"91556"
"133",34.22295139,-118.40349905,11,"91556"
"134",34.22295138,-118.40349904,10,"91556"
"135",34.22295137,-118.40349903,10,"91556"
"136",34.22295136,-118.40349902,10,"91556"
"137",34.22295135,-118.40349901,10,"91556"
"138",34.22295134,-118.403499,10,"91556"
"139",34.22295134,-118.40349899,10,"91556"
"140",34.22295133,-118.40349898,10,"91556"
"141",34.22295132,-118.40349896,10,"91556"
"142",34.22295132,-118.40349895,10,"91556"
"143",34.22295132,-118.40349894,10,"91556"
"144",34.22295131,-118.40349893,10,"91556"
"145",34.2229513,-118.40349892,10,"91556"
"146",34.22295129,-118.40349891,10,"91556"
"147",34.22295128,-118.4034989,10,"91556"
"148",34.22295128,-118.4034989,10,"91556"
"149",34.22295127,-118.4034989,10,"91556"
"150",34.22295126,-118.4034989,10,"91556"
"151",34.22295125,-118.4034989,10,"91556"
"152",34.22295124,-118.40349891,11,"91556"
"153",34.22295124,-118.40349891,11,"91556"
"154",34.22295124,-118.40349892,12,"91556"
"155",34.22295123,-118.40349892,12,"91556"
"156",34.22295123,-118.40349892,12,"91556"
"157",34.22295123,-118.40349892,12,"91556"
"158",34.22295123,-118.40349891,12,"91556"
"159",34.22295123,-118.40349891,12,"91556"
"160",34.22295122,-118.40349891,11,"91556"
"161",34.22295121,-118.4034989,11,"91556"
"162",34.2229512,-118.4034989,10,"91556"
"163",34.22295119,-118.4034989,10,"91556"
"164",34.22295118,-118.40349889,10,"91556"
